"序号","标题","发文字号","类型","来源","URL","发布日期","发文机关","层级","备注"
"263","北京市人民政府 河北省人民政府关于划定官厅水库水源保护区的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_61002.html","2019.05","北京市人民政府","市级",""
"264","北京市人民政府 山西省人民政府关于印发《北京市与长治市对口合作实施方案（2022-2026年）》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202304/t20230403_2966206.html","2023.04","北京市人民政府","市级",""
"265","北京市人民政府关于《北京市国有土地上房屋征收与补偿实施意见》的补充通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202106/t20210624_2421203.html","2021.06","北京市人民政府","市级",""
"266","北京市人民政府关于曾劲等6名同志职务任免的通知","","任免","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202406/t20240606_3706530.html","2024.06","北京市人民政府","市级",""
"267","北京市人民政府关于撤销密云县、延庆县设立密云区、延庆区的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_58854.html","2019.05","北京市人民政府","市级",""
"268","北京市人民政府关于陈冬、宋宇同志职务任免的通知","","任免","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202001/t20200123_1620945.html","2020.01","北京市人民政府","市级",""
"269","北京市人民政府关于陈清等4名同志职务任免的通知","","任免","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202207/t20220721_2776589.html","2022.07","北京市人民政府","市级",""
"270","北京市人民政府关于戴彬彬等4名同志职务任免的通知","","任免","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202110/t20211008_2507736.html","2021.10","北京市人民政府","市级",""
"271","北京市人民政府关于第二批清理规范政府部门行政审批中介服务事项的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_60425.html","2019.05","北京市人民政府","市级",""
"272","北京市人民政府关于调整《北京市碳排放权交易管理办法(试行)》重点排放单位范围的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_58814.html","2019.05","北京市人民政府","市级",""
"273","北京市人民政府关于调整公布平谷区、延庆区长城保护范围及建设控制地带的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202507/t20250710_4145970.html","2025.07","北京市人民政府","市级",""
"274","北京市人民政府关于调整市级地下饮用水水源保护区范围的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_58506.html","2019.05","北京市人民政府","市级",""
"275","北京市人民政府关于发布北京市生态保护红线的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_61382.html","2019.05","北京市人民政府","市级",""
"276","北京市人民政府关于废止部分涉及军民融合发展规范性文件的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201909/t20190923_411847.html","2019.09","北京市人民政府","市级",""
"277","北京市人民政府关于付兆庚、李志军同志职务任免的通知","","任免","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202104/t20210416_2361317.html","2021.04","北京市人民政府","市级",""
"278","北京市人民政府关于高念东、李万钧、冀岩职务任免的通知","","任免","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202203/t20220316_2632173.html","2022.03","北京市人民政府","市级",""
"279","北京市人民政府关于高朋免职的通知","","任免","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202406/t20240606_3706528.html","2024.06","北京市人民政府","市级",""
"280","北京市人民政府关于更新出让国有建设用地使用权基准地价的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202203/t20220318_2634201.html","2022.03","北京市人民政府","市级",""
"281","北京市人民政府关于公布《北京市征收农用地区片综合地价标准》的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202105/t20210521_2395383.html","2021.05","北京市人民政府","市级",""
"282","北京市人民政府关于公布北京市第五批地下文物埋藏区的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_59305.html","2019.05","北京市人民政府","市级",""
"283","北京市人民政府关于公布北京市第五批市级非物质文化遗产代表性项目名录的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202109/t20210929_2505614.html","2021.09","北京市人民政府","市级",""
"284","北京市人民政府关于公布北京市重点保护野生植物名录的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202306/t20230609_3128229.html","2023.06","北京市人民政府","市级",""
"285","北京市人民政府关于公布第九批北京市文物保护单位名单的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202108/t20210827_2478840.html","2021.08","北京市人民政府","市级",""
"286","北京市人民政府关于公布第九批北京市文物保护单位增补名单的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202301/t20230131_2909758.html","2023.01","北京市人民政府","市级",""
"287","北京市人民政府关于公布第九批文物保护单位保护范围及建设控制地带的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_60880.html","2019.05","北京市人民政府","市级",""
"288","北京市人民政府关于公布第十批文物保护单位保护范围及建设控制地带的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202208/t20220826_2801613.html","2022.08","北京市人民政府","市级",""
"289","北京市人民政府关于公布第十一批文物保护单位保护范围及建设控制地带的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202501/t20250114_3989104.html","2025.01","北京市人民政府","市级",""
"290","北京市人民政府关于公布密云水库怀柔水库和京密引水渠饮用水水源保护区范围的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_59715.html","2019.05","北京市人民政府","市级",""
"291","北京市人民政府关于公布全市行政处罚权力清单的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_58277.html","2019.05","北京市人民政府","市级",""
"292","北京市人民政府关于公布市政府各部门行政审批事项汇总清单的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_58450.html","2019.05","北京市人民政府","市级",""
"293","北京市人民政府关于国税地税机构改革涉及市政府规章、市政府及其部门规范性文件执行问题的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_61283.html","2019.05","北京市人民政府","市级",""
"294","北京市人民政府关于环境保护税收入市区分享比例的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_61003.html","2019.05","北京市人民政府","市级",""
"295","北京市人民政府关于建立市政府部门权力清单责任清单制度的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_58820.html","2019.05","北京市人民政府","市级",""
"296","北京市人民政府关于进一步加强办理国务院文件的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202204/t20220420_2682906.html","2022.04","北京市人民政府","市级",""
"297","北京市人民政府关于进一步加强施工噪声污染防治工作的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_58507.html","2019.05","北京市人民政府","市级",""
"298","北京市人民政府关于进一步落实《中华人民共和国房产税暂行条例》有关规定的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_59546.html","2019.05","北京市人民政府","市级",""
"299","北京市人民政府关于进一步明确责任加强新型冠状病毒感染的肺炎预防控制工作的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202001/t20200131_1621864.html","2020.01","北京市人民政府","市级",""
"300","北京市人民政府关于进一步完善本市临时救助制度的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_58440.html","2019.05","北京市人民政府","市级",""
"301","北京市人民政府关于开展北京市第三次全国土地调查的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_61214.html","2019.05","北京市人民政府","市级",""
"302","北京市人民政府关于开展第七次全国人口普查的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201912/t20191231_1550946.html","2019.12","北京市人民政府","市级",""
"303","北京市人民政府关于开展第三次全国农业普查工作的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_58902.html","2019.05","北京市人民政府","市级",""
"304","北京市人民政府关于开展第四次全国经济普查的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_60993.html","2019.05","北京市人民政府","市级",""
"305","北京市人民政府关于开展第四次全国农业普查的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202508/t20250815_4174171.html","2025.08","北京市人民政府","市级",""
"306","北京市人民政府关于开展第五次全国经济普查的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202301/t20230110_2895558.html","2023.01","北京市人民政府","市级",""
"307","北京市人民政府关于扩大法律援助事项范围的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_59465.html","2019.05","北京市人民政府","市级",""
"308","北京市人民政府关于李新等4名同志职务任免的通知","","任免","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202412/t20241206_3959160.html","2024.12","北京市人民政府","市级",""
"309","北京市人民政府关于林克庆、张家明同志任职的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_61750.html","2019.05","北京市人民政府","市级",""
"310","北京市人民政府关于刘斌等4名同志职务任免的通知","","任免","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202310/t20231009_3273395.html","2023.10","北京市人民政府","市级",""
"311","北京市人民政府关于马骏、穆鹏同志职务任命的通知","","任免","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202404/t20240402_3608743.html","2024.04","北京市人民政府","市级",""
"312","北京市人民政府关于穆鹏等11名同志职务任免的通知","","任免","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202204/t20220415_2678837.html","2022.04","北京市人民政府","市级",""
"313","北京市人民政府关于穆鹏等26名同志任职的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202303/t20230308_2932216.html","2023.03","北京市人民政府","市级",""
"314","北京市人民政府关于朴学东、丁勇同志职务任免的通知","","任免","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202401/t20240105_3526713.html","2024.01","北京市人民政府","市级",""
"315","北京市人民政府关于清理规范税收等优惠政策的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_58290.html","2019.05","北京市人民政府","市级",""
"316","北京市人民政府关于清理规范一批政府部门行政审批中介服务事项的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_60158.html","2019.05","北京市人民政府","市级",""
"317","北京市人民政府关于取消和下放一批行政审批项目的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_58297.html","2019.05","北京市人民政府","市级",""
"318","北京市人民政府关于孙硕同志职务任命的通知","","任免","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202408/t20240802_3766200.html","2024.08","北京市人民政府","市级",""
"319","北京市人民政府关于谈绪祥同志任职的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202112/t20211221_2566019.html","2021.12","北京市人民政府","市级",""
"320","北京市人民政府关于完善本市绿化隔离地区和“五河十路”绿色通道生态林用地及管护政策的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_58682.html","2019.05","北京市人民政府","市级",""
"321","北京市人民政府关于王飞、徐贱云同志职务任免的通知","","任免","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201909/t20190923_411906.html","2019.09","北京市人民政府","市级",""
"322","北京市人民政府关于王清旺、章冬梅同志职务任免的通知","","任免","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202308/t20230808_3218378.html","2023.08","北京市人民政府","市级",""
"323","北京市人民政府关于夏林茂、于英杰同志职务任命的通知","","任免","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202301/t20230118_2904276.html","2023.01","北京市人民政府","市级",""
"324","北京市人民政府关于熊九玲、赵会民同志职务任免的通知","","任免","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_60508.html","2019.05","北京市人民政府","市级",""
"325","北京市人民政府关于杨斌同志任职的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_60739.html","2019.05","北京市人民政府","市级",""
"326","北京市人民政府关于殷勇同志任职的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_60779.html","2019.05","北京市人民政府","市级",""
"327","北京市人民政府关于印发《“十四五”时期健康北京建设规划》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202112/t20211229_2575955.html","2021.12","北京市人民政府","市级",""
"328","北京市人民政府关于印发《〈中国制造2025〉北京行动纲要》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_58879.html","2019.05","北京市人民政府","市级",""
"329","北京市人民政府关于印发《2015年推进简政放权放管结合转变政府职能工作方案》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_58645.html","2019.05","北京市人民政府","市级",""
"330","北京市人民政府关于印发《2021年市政府工作报告重点任务清单》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202102/t20210209_2280743.html","2021.02","北京市人民政府","市级",""
"331","北京市人民政府关于印发《2022年市政府工作报告重点任务清单》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202201/t20220130_2604669.html","2022.01","北京市人民政府","市级",""
"332","北京市人民政府关于印发《2023年市政府工作报告重点任务清单》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202301/t20230131_2909785.html","2023.01","北京市人民政府","市级",""
"333","北京市人民政府关于印发《2024年市政府工作报告重点任务清单》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202402/t20240201_3553511.html","2024.02","北京市人民政府","市级",""
"334","北京市人民政府关于印发《2025年市政府工作报告重点任务清单》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202501/t20250126_4000330.html","2025.01","北京市人民政府","市级",""
"335","北京市人民政府关于印发《2026年市政府工作报告重点任务清单》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202602/t20260211_4508605.html","2026.02","北京市人民政府","市级",""
"336","北京市人民政府关于印发《北京花园城市专项规划（2023年—2035年）》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202404/t20240425_3638156.html","2024.04","北京市人民政府","市级",""
"337","北京市人民政府关于印发《北京市“十三五”时期环境保护和生态建设规划》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_60069.html","2019.05","北京市人民政府","市级",""
"338","北京市人民政府关于印发《北京市“十三五”时期老龄事业发展规划》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_60079.html","2019.05","北京市人民政府","市级",""
"339","北京市人民政府关于印发《北京市“十三五”时期能源发展规划》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_60416.html","2019.05","北京市人民政府","市级",""
"340","北京市人民政府关于印发《北京市“十三五”时期现代产业发展和重点功能区建设规划》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_60076.html","2019.05","北京市人民政府","市级",""
"341","北京市人民政府关于印发《北京市“十三五”时期信息化发展规划》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_60007.html","2019.05","北京市人民政府","市级",""
"342","北京市人民政府关于印发《北京市“十四五”时期城市管理发展规划》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202204/t20220412_2672524.html","2022.04","北京市人民政府","市级",""
"343","北京市人民政府关于印发《北京市“十四五”时期妇女儿童发展规划》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202112/t20211215_2561570.html","2021.12","北京市人民政府","市级",""
"344","北京市人民政府关于印发《北京市“十四五”时期高精尖产业发展规划》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202108/t20210818_2471375.html","2021.08","北京市人民政府","市级",""
"345","北京市人民政府关于印发《北京市“十四五”时期交通发展建设规划》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202205/t20220507_2704320.html","2022.05","北京市人民政府","市级",""
"346","北京市人民政府关于印发《北京市“十四五”时期能源发展规划》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202204/t20220401_2646626.html","2022.04","北京市人民政府","市级",""
"347","北京市人民政府关于印发《北京市“十四五”时期生态环境保护规划》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202112/t20211210_2559052.html","2021.12","北京市人民政府","市级",""
"348","北京市人民政府关于印发《北京市“十四五”时期土地资源保护利用规划》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202207/t20220701_2761011.html","2022.07","北京市人民政府","市级",""
"349","北京市人民政府关于印发《北京市“十四五”时期乡村振兴战略实施规划》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202108/t20210812_2467323.html","2021.08","北京市人民政府","市级",""
"350","北京市人民政府关于印发《北京市“十四五”时期优化营商环境规划》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202109/t20210908_2488076.html","2021.09","北京市人民政府","市级",""
"351","北京市人民政府关于印发《北京市“十四五”时期重大基础设施发展规划》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202203/t20220303_2621094.html","2022.03","北京市人民政府","市级",""
"352","北京市人民政府关于印发《北京市“十五五”时期推进农业农村现代化规划》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202606/t20260609_4693074.html","2026.06","北京市人民政府","市级",""
"353","北京市人民政府关于印发《北京市剥离国有企业办社会职能和解决历史遗留问题实施方案》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_60072.html","2019.05","北京市人民政府","市级",""
"354","北京市人民政府关于印发《北京市城市更新专项规划(北京市“十四五”时期城市更新规划)》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202205/t20220518_2715630.html","2022.05","北京市人民政府","市级",""
"355","北京市人民政府关于印发《北京市促进总部企业高质量发展的相关规定》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202102/t20210209_2280757.html","2021.02","北京市人民政府","市级",""
"356","北京市人民政府关于印发《北京市打赢蓝天保卫战三年行动计划》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_61552.html","2019.05","北京市人民政府","市级",""
"357","北京市人民政府关于印发《北京市大数据和云计算发展行动计划(2016-2020年)》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_59364.html","2019.05","北京市人民政府","市级",""
"358","北京市人民政府关于印发《北京市地方级自然保护区调整管理规定》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_59511.html","2019.05","北京市人民政府","市级",""
"359","北京市人民政府关于印发《北京市贯彻落实〈计量发展规划（2021—2035年）〉的实施方案》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202212/t20221230_2887570.html","2022.12","北京市人民政府","市级",""
"360","北京市人民政府关于印发《北京市贯彻落实加快建设全国统一大市场意见的实施方案》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202307/t20230724_3205991.html","2023.07","北京市人民政府","市级",""
"361","北京市人民政府关于印发《北京市划转部分国有资本充实社保基金实施方案》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202012/t20201208_2159189.html","2020.12","北京市人民政府","市级",""
"362","北京市人民政府关于印发《北京市机关事业单位工作人员养老保险制度改革实施办法》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_58898.html","2019.05","北京市人民政府","市级",""
"363","北京市人民政府关于印发《北京市积极推动设备更新和消费品以旧换新行动方案》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202404/t20240428_3643898.html","2024.04","北京市人民政府","市级",""
"364","北京市人民政府关于印发《北京市加快建设具有全球影响力的人工智能创新策源地实施方案（2023-2025年）》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202305/t20230530_3116889.html","2023.05","北京市人民政府","市级",""
"365","北京市人民政府关于印发《北京市交易场所管理办法》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_61889.html","2019.05","北京市人民政府","市级",""
"366","北京市人民政府关于印发《北京市街道办事处设立标准(试行)》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202101/t20210106_2200641.html","2021.01","北京市人民政府","市级",""
"367","北京市人民政府关于印发《北京市进一步加快推进城乡水环境治理工作三年行动方案(2019年7月-2022年6月)》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201911/t20191129_726752.html","2019.11","北京市人民政府","市级",""
"368","北京市人民政府关于印发《北京市居住公共服务设施配置指标》和《北京市居住公共服务设施配置指标实施意见》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202509/t20250929_4213873.html","2025.09","北京市人民政府","市级",""
"369","北京市人民政府关于印发《北京市空气重污染应急预案（2023年修订）》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202310/t20231025_3286541.html","2023.10","北京市人民政府","市级",""
"370","北京市人民政府关于印发《北京市全面打赢城乡水环境治理歼灭战三年行动方案（2023年—2025年）》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202302/t20230210_2915279.html","2023.02","北京市人民政府","市级",""
"371","北京市人民政府关于印发《北京市全面推开营改增试点后调整市与区增值税收入划分过渡方案》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_59503.html","2019.05","北京市人民政府","市级",""
"372","北京市人民政府关于印发《北京市人民政府督促检查工作办法》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_58500.html","2019.05","北京市人民政府","市级",""
"373","北京市人民政府关于印发《北京市人民政府工作规则》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_60872.html","2019.05","北京市人民政府","市级",""
"374","北京市人民政府关于印发《北京市深化改革提振消费专项行动方案》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202507/t20250710_4145972.html","2025.07","北京市人民政府","市级",""
"375","北京市人民政府关于印发《北京市生态安全格局专项规划（2021年—2035年）》和《北京市国土空间生态修复规划（2021年—2035年）》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202206/t20220602_2728523.html","2022.06","北京市人民政府","市级",""
"376","北京市人民政府关于印发《北京市生态控制线和城市开发边界管理办法》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_62008.html","2019.05","北京市人民政府","市级",""
"377","北京市人民政府关于印发《北京市水污染防治工作方案》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_58901.html","2019.05","北京市人民政府","市级",""
"378","北京市人民政府关于印发《北京市水资源税改革试点实施办法》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_60737.html","2019.05","北京市人民政府","市级",""
"379","北京市人民政府关于印发《北京市碳达峰实施方案》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202210/t20221014_2836026.html","2022.10","北京市人民政府","市级",""
